Frequency,Phase
4.738879609717653096e+00,-2.130047171185775667e+01
4.771760948938745805e+00,-2.148515724081572387e+01
4.804870439655131165e+00,-2.167196878779701308e+01
4.838209664925955167e+00,-2.186094115139421490e+01
4.871780218794630635e+00,-2.205210986163316633e+01
4.905583706365048258e+00,-2.224551119681359523e+01
4.939621743878320537e+00,-2.244118220069412573e+01
4.973895958790064853e+00,-2.263916070002287029e+01
5.008407989848209674e+00,-2.283948532241390339e+01
5.043159487171358535e+00,-2.304219551456969839e+01
5.078152112327673606e+00,-2.324733156084842989e+01
5.113387538414325917e+00,-2.345493460217453574e+01
5.148867450137495361e+00,-2.366504665528984930e+01
5.184593543892910716e+00,-2.387771063234151114e+01
5.220567527846974976e+00,-2.409297036080202403e+01
5.256791122018421802e+00,-2.431087060371526576e+01
5.293266058360561743e+00,-2.453145708026128347e+01
5.329994080844090654e+00,-2.475477648663092367e+01
5.366976945540476329e+00,-2.498087651720001290e+01
5.404216420705915347e+00,-2.520980588599095285e+01
5.441714286865890315e+00,-2.544161434840766489e+01
5.479472336900286678e+00,-2.567635272322782924e+01
5.517492376129125908e+00,-2.591407291483430342e+01
5.555776222398877806e+00,-2.615482793566480879e+01
5.594325706169377632e+00,-2.639867192885672864e+01
5.633142670601354318e+00,-2.664566019106090877e+01
5.672228971644543094e+00,-2.689584919539499808e+01
5.711586478126432276e+00,-2.714929661450418052e+01
5.751217071841614015e+00,-2.740606134369290459e+01
5.791122647641758547e+00,-2.766620352408778416e+01
5.831305113526221717e+00,-2.792978456578757118e+01
5.871766390733255570e+00,-2.819686717095142114e+01
5.912508413831877974e+00,-2.846751535677214662e+01
5.953533130814370189e+00,-2.874179447827581768e+01
5.994842503189408589e+00,-2.901977125088338383e+01
6.036438506075866961e+00,-2.930151377266432178e+01
6.078323128297229871e+00,-2.958709154620519399e+01
6.120498372476699700e+00,-2.987657550001031481e+01
6.162966255132942273e+00,-3.017003800934280733e+01
6.205728806776500406e+00,-3.046755291640802454e+01
6.248788072006891348e+00,-3.076919554977161653e+01
6.292146109610343707e+00,-3.107504274289610535e+01
6.335804992658251145e+00,-3.138517285167045401e+01
6.379766808606282424e+00,-3.169966577079635428e+01
6.424033659394190465e+00,-3.201860294888452785e+01
6.468607661546323939e+00,-3.234206740210257891e+01
6.513490946272802340e+00,-3.267014372620371176e+01
6.558685659571431792e+00,-3.300291810675292936e+01
6.604193962330305645e+00,-3.334047832735320327e+01
6.650018030431118277e+00,-3.368291377565980582e+01
6.696160054853218746e+00,-3.403031544695598853e+01
6.742622241778342129e+00,-3.438277594504624801e+01
6.789406812696109128e+00,-3.474038948020798756e+01
6.836516004510238886e+00,-3.510325186392282859e+01
6.883952069645496330e+00,-3.547146050009203577e+01
6.931717276155404228e+00,-3.584511437242004206e+01
6.979813907830660469e+00,-3.622431402763005792e+01
7.028244264308349365e+00,-3.660916155415569762e+01
7.077010661181889262e+00,-3.699976055592969715e+01
7.126115430111745752e+00,-3.739621612086948943e+01
7.175560918936924715e+00,-3.779863478363606077e+01
7.225349491787214085e+00,-3.820712448221919288e+01
7.275483529196228538e+00,-3.862179450787832735e+01
7.325965428215230446e+00,-3.904275544794460018e+01
7.376797602527734199e+00,-3.947011912096449038e+01
7.427982482564914335e+00,-3.990399850364247669e+01
7.479522515621821022e+00,-4.034450764901531983e+01
7.531420165974371805e+00,-4.079176159526731738e+01
7.583677914997190683e+00,-4.124587626457390854e+01
7.636298261282245647e+00,-4.170696835133858116e+01
7.689283720758309570e+00,-4.217515519916837974e+01
7.742636826811269302e+00,-4.265055466591569910e+01
7.796360130405233235e+00,-4.313328497609670364e+01
7.850456200204509294e+00,-4.362346455998555683e+01
7.904927622696424017e+00,-4.412121187867261085e+01
7.959777002314981864e+00,-4.462664523436984609e+01
8.015006961565404708e+00,-4.513988256524596920e+01
8.070620141149502658e+00,-4.566104122407755028e+01
8.126619200091946382e+00,-4.619023774001470173e+01
8.183006815867393868e+00,-4.672758756277635683e+01
8.239785684528515119e+00,-4.727320478861735609e+01
8.296958520834905926e+00,-4.782720186744398205e+01
8.354528058382866718e+00,-4.838968929049968182e+01
8.412497049736117560e+00,-4.896077525809929654e+01
8.470868266557406656e+00,-4.954056532695805259e+01
8.529644499741021235e+00,-5.012916203674308946e+01
8.588828559546250574e+00,-5.072666451557189760e+01
8.648423275731722981e+00,-5.133316806429231605e+01
8.708431497690723333e+00,-5.194876371950829252e+01
8.768856094587430761e+00,-5.257353779545918115e+01
8.829699955494087149e+00,-5.320757140502539073e+01
8.890965989529158620e+00,-5.385093996031531560e+01
8.952657125996395848e+00,-5.450371265349016880e+01
9.014776314524917566e+00,-5.516595191870709414e+01
9.077326525210228425e+00,-5.583771287630072777e+01
9.140310748756228065e+00,-5.651904276058694165e+01
9.203731996618220279e+00,-5.720998033295218477e+01
9.267593301146877849e+00,-5.791055528219008863e+01
9.331897715733239451e+00,-5.862078761436283258e+01
9.396648314954695991e+00,-5.934068703479302087e+01
9.461848194721996563e+00,-6.007025232513266388e+01
9.527500472427290035e+00,-6.080947071880513022e+01
9.593608287093141840e+00,-6.155831727846767620e+01
9.660174799522645017e+00,-6.231675427949778623e+01
9.727203192450541991e+00,-6.308473060385049536e+01
9.794696670695396179e+00,-6.386218114897133802e+01
9.862658461312820535e+00,-6.464902625676661785e+01
9.931091813749794994e+00,-6.544517116792383149e+01
1.000000000000000000e+01,-6.625050550713325492e+01
1.006938631476027091e+01,-6.706490280498051959e+01
1.013925407558815373e+01,-6.788822006244589602e+01
1.020960662306046451e+01,-6.872029736405437461e+01
1.028044732093309754e+01,-6.956095754576806200e+01
1.035177955630176250e+01,-7.041000592367342392e+01
1.042360673976401131e+01,-7.126723008941092985e+01
1.049593230558227752e+01,-7.213239977808535741e+01
1.056875971184804008e+01,-7.300526681410438812e+01
1.064209244064724658e+01,-7.388556513999985498e+01
1.071593399822671167e+01,-7.477301093278907729e+01
1.079028791516183539e+01,-7.566730281184742068e+01
1.086515774652538369e+01,-7.656812214156553864e+01
1.094054707205742361e+01,-7.747513343128366614e+01
1.101645949633656940e+01,-7.838798483412375617e+01
1.109289864895222699e+01,-7.930630874538501018e+01
1.116986818467822573e+01,-8.022972250015969564e+01
1.124737178364751955e+01,-8.115782916875031106e+01
1.132541315152811556e+01,-8.209021844737003448e+01
1.140399601970033139e+01,-8.302646764048716932e+01
1.148312414543511117e+01,-8.396614273005002360e+01
1.156280131207375383e+01,-8.490879952574054812e+01
1.164303132920876749e+01,-8.585398488934580996e+01
1.172381803286598512e+01,-8.680123802535455013e+01
1.180516528568805512e+01,-8.775009182898712368e+01
1.188707697711903322e+01,-8.870007428206695010e+01
1.196955702359042739e+01,-8.965070988647816819e+01
1.205260936870842592e+01,-9.060152112441274141e+01
1.213623798344240612e+01,-9.155202993423176849e+01
1.222044686631488730e+01,-9.250175919054049700e+01
1.230524004359261525e+01,-9.345023417701139579e+01
1.239062156947915661e+01,-9.439698404060173687e+01
1.247659552630869761e+01,-9.534154321607135785e+01
1.256316602474120181e+01,-9.628345281013734791e+01
1.265033720395903849e+01,-9.722226193517134618e+01
1.273811323186478539e+01,-9.815752898304846497e+01
1.282649830528059809e+01,-9.908882283058710527e+01
1.291549665014884063e+01,-1.000157239689366264e+02
1.300511252173408572e+01,-1.009378255502800812e+02
1.309535020482667633e+01,-1.018547343462848147e+02
1.318621401394748460e+01,-1.027660716138333328e+02
1.327770829355429072e+01,-1.036714738646951730e+02
1.336983741824946570e+01,-1.045705935369132078e+02
1.346260579298909654e+01,-1.054630995667770321e+02
1.355601785329368880e+01,-1.063486778613133197e+02
1.365007806546013747e+01,-1.072270316722177057e+02
1.374479092677536585e+01,-1.080978818730908699e+02
1.384016096573131627e+01,-1.089609671426838560e+02
1.393619274224142046e+01,-1.098160440576230883e+02
1.403289084785873087e+01,-1.106628870987512983e+02
1.413025990599533621e+01,-1.115012885757811745e+02
1.422830457214351974e+01,-1.123310584754337640e+02
1.432702953409831004e+01,-1.131520242385916504e+02
1.442643951218157383e+01,-1.139640304722727819e+02
1.452653925946781222e+01,-1.147669386024074782e+02
1.462733356201129808e+01,-1.155606264734888668e+02
1.472882723907501834e+01,-1.163449879011834867e+02
1.483102514336104427e+01,-1.171199321839226570e+02
1.493393216124251843e+01,-1.178853835793719327e+02
1.503755321299738412e+01,-1.186412807514961401e+02
1.514189325304351996e+01,-1.193875761937030120e+02
1.524695727017574498e+01,-1.201242356332887056e+02
1.535275028780422701e+01,-1.208512374220994730e+02
1.545927736419476872e+01,-1.215685719180110738e+02
1.556654359271061949e+01,-1.222762408614797636e+02
1.567455410205595001e+01,-1.229742567510741935e+02
1.578331405652118136e+01,-1.236626422215445018e+02
1.589282865622977958e+01,-1.243414294276280998e+02
1.600310313738700074e+01,-1.250106594364504673e+02
1.611414277253019733e+01,-1.256703816310359656e+02
1.622595287078087267e+01,-1.263206531271219575e+02
1.633853877809861999e+01,-1.269615382051575381e+02
1.645190587753662470e+01,-1.275931077590729501e+02
1.656605958949913671e+01,-1.282154387631332497e+02
1.668100537200059108e+01,-1.288286137579295030e+02
1.679674872092653004e+01,-1.294327203563269109e+02
1.691329517029648599e+01,-1.300278507699721331e+02
1.703065029252844198e+01,-1.306141013567624611e+02
1.714881969870539180e+01,-1.311915721895062177e+02
1.726780903884355922e+01,-1.317603666458408611e+02
1.738762400216250370e+01,-1.323205910193372858e+02
1.750827031735725114e+01,-1.328723541515949478e+02
1.762975375287205893e+01,-1.334157670850234467e+02
1.775208011717634093e+01,-1.339509427359175220e+02
1.787525525904235479e+01,-1.344779955873504775e+02
1.799928506782476489e+01,-1.349970414013489233e+02
1.812417547374237614e+01,-1.355081969497584851e+02
1.824993244816152327e+01,-1.360115797631652299e+02
1.837656200388170546e+01,-1.365073078972089036e+02
1.850407019542302223e+01,-1.369954997155961962e+02
1.863246311931559873e+01,-1.374762736891097461e+02
1.876174691439121389e+01,-1.379497482098976491e+02
1.889192776207666213e+01,-1.384160414203245750e+02
1.902301188668943865e+01,-1.388752710556700833e+02
1.915500555573527919e+01,-1.393275542999638503e+02
1.928791508020777812e+01,-1.397730076542593451e+02
1.942174681489026611e+01,-1.402117468166625542e+02
1.955650715865949252e+01,-1.406438865734449735e+02
1.969220255479171300e+01,-1.410695407005940467e+02
1.982883949127071332e+01,-1.414888218751700890e+02
1.996642450109793288e+01,-1.419018415958630897e+02
2.010496416260498975e+01,-1.423087101121655564e+02
2.024446509976803910e+01,-1.427095363615995041e+02
2.038493398252462185e+01,-1.431044279144623204e+02
2.052637752709252084e+01,-1.434934909255773050e+02
2.066880249629081945e+01,-1.438768300925614767e+02
2.081221569986339404e+01,-1.442545486201466929e+02
2.095662399480432825e+01,-1.446267481901118117e+02
2.110203428568594219e+01,-1.449935289364107405e+02
2.124845352498882889e+01,-1.453549894251000580e+02
2.139588871343421417e+01,-1.457112266386938302e+02
2.154434690031884614e+01,-1.460623359645963149e+02
2.169383518385184217e+01,-1.464084111872792846e+02
2.184436071149426084e+01,-1.467495444838965000e+02
2.199593068030074861e+01,-1.470858264230415386e+02
2.214855233726359174e+01,-1.474173459663773826e+02
2.230223297965938656e+01,-1.477441904728825364e+02
2.245697995539773828e+01,-1.480664457054728871e+02
2.261280066337277361e+01,-1.483841958397791814e+02
2.276970255381679920e+01,-1.486975234748696835e+02
2.292769312865648601e+01,-1.490065096457257425e+02
2.308677994187169702e+01,-1.493112338372903309e+02
2.324697059985647840e+01,-1.496117739999212120e+02
2.340827276178291783e+01,-1.499082065660945204e+02
2.357069413996727647e+01,-1.502006064682143744e+02
2.373424250023866122e+01,-1.504890471573948219e+02
2.389892566231050353e+01,-1.507736006230924772e+02
2.406475150015424092e+01,-1.510543374134738315e+02
2.423172794237598282e+01,-1.513313266564145465e+02
2.439986297259550341e+01,-1.516046360810326519e+02
2.456916462982790250e+01,-1.518743320396670242e+02
2.473964100886814066e+01,-1.521404795302200625e+02
2.491130026067788350e+01,-1.524031422187888722e+02
2.508415059277538717e+01,-1.526623824625171437e+02
2.525820026962784581e+01,-1.529182613326043736e+02
2.543345761304648178e+01,-1.531708386374153292e+02
2.560993100258459521e+01,-1.534201729456382282e+02
2.578762887593800812e+01,-1.536663216094433437e+02
2.596655972934869894e+01,-1.539093407875997173e+02
2.614673211801092023e+01,-1.541492854685106977e+02
2.632815465648020137e+01,-1.543862094931332649e+02
2.651083601908538867e+01,-1.546201655777499298e+02
2.669478494034320804e+01,-1.548512053365638508e+02
2.688001021537604629e+01,-1.550793793040930950e+02
2.706652070033241131e+01,-1.553047369573403671e+02
2.725432531281027693e+01,-1.555273267377185960e+02
2.744343303228365372e+01,-1.557471960727150986e+02
2.763385290053169996e+01,-1.559643913972778648e+02
2.782559402207125743e+01,-1.561789581749117701e+02
2.801866556459195223e+01,-1.563909409184715287e+02
2.821307675939470627e+01,-1.566003832106431446e+02
2.840883690183304111e+01,-1.568073277241037431e+02
2.860595535175741944e+01,-1.570118162413542677e+02
2.880444153396297935e+01,-1.572138896742184500e+02
2.900430493863991543e+01,-1.574135880830036740e+02
2.920555512182745161e+01,-1.576109506953211223e+02
2.940820170587063842e+01,-1.578060159245613079e+02
2.961225437988034415e+01,-1.579988213880250214e+02
2.981772290019673477e+01,-1.581894039247079888e+02
3.002461709085549302e+01,-1.583777996127396364e+02
3.023294684405776422e+01,-1.585640437864766454e+02
3.044272212064302607e+01,-1.587481710532526620e+02
3.065395295056526592e+01,-1.589302153097857229e+02
3.086664943337274636e+01,-1.591102097582462989e+02
3.108082173869063780e+01,-1.592881869219879434e+02
3.129648010670750580e+01,-1.594641786609447536e+02
3.151363484866479325e+01,-1.596382161866980027e+02
3.173229634734976301e+01,-1.598103300772166051e+02
3.195247505759213524e+01,-1.599805502912751649e+02
3.217418150676371624e+01,-1.601489061825539295e+02
3.239742629528195295e+01,-1.603154265134253365e+02
3.262222009711669557e+01,-1.604801394684314175e+02
3.284857366030043835e+01,-1.606430726674574885e+02
3.307649780744242207e+01,-1.608042531786067002e+02
3.330600343624588788e+01,-1.609637075307803400e+02
3.353710152002928879e+01,-1.611214617259697093e+02
3.376980310825091181e+01,-1.612775412512640969e+02
3.400411932703705986e+01,-1.614319710905801912e+02
3.424006137971425545e+01,-1.615847757361188428e+02
3.447764054734464167e+01,-1.617359791995535261e+02
3.471686818926559681e+01,-1.618856050229567245e+02
3.495775574363275240e+01,-1.620336762894686444e+02
3.520031472796679139e+01,-1.621802156337143970e+02
3.544455673970435328e+01,-1.623252452519742803e+02
3.569049345675229290e+01,-1.624687869121128756e+02
3.593813663804625946e+01,-1.626108619632714181e+02
3.618749812411280686e+01,-1.627514913453296970e+02
3.643858983763544757e+01,-1.628906955981411215e+02
3.669142378402494131e+01,-1.630284948705477461e+02
3.694601205199302285e+01,-1.631649089291781820e+02
3.720236681413065583e+01,-1.632999571670354726e+02
3.746050032748993175e+01,-1.634336586118775188e+02
3.772042493416997644e+01,-1.635660319343970173e+02
3.798215306190736129e+01,-1.636970954562038116e+02
3.824569722466998911e+01,-1.638268671576150268e+02
3.851107002325569084e+01,-1.639553646852580187e+02
3.877828414589457395e+01,-1.640826053594893494e+02
3.904735236885559857e+01,-1.642086061816351332e+02
3.931828755705770106e+01,-1.643333838410567296e+02
3.959110266468458406e+01,-1.644569547220460777e+02
3.986581073580438783e+01,-1.645793349105544792e+02
4.014242490499322003e+01,-1.647005402007591215e+02
4.042095839796306223e+01,-1.648205861014714628e+02
4.070142453219438750e+01,-1.649394878423910313e+02
4.098383671757261482e+01,-1.650572603802081915e+02
4.126820845702951601e+01,-1.651739184045605953e+02
4.155455334718875093e+01,-1.652894763438457062e+02
4.184288507901580090e+01,-1.654039483708937439e+02
4.213321743847289014e+01,-1.655173484085042332e+02
4.242556430717777260e+01,-1.656296901348494544e+02
4.271993966306776969e+01,-1.657409869887485172e+02
4.301635758106795038e+01,-1.658512521748147037e+02
4.331483223376398684e+01,-1.659604986684795449e+02
4.361537789208005478e+01,-1.660687392208970721e+02
4.391800892596086214e+01,-1.661759863637301464e+02
4.422273980505897129e+01,-1.662822524138233860e+02
4.452958509942655496e+01,-1.663875494777639972e+02
4.483855948021186322e+01,-1.664918894563342349e+02
4.514967772036101934e+01,-1.665952840488581330e+02
4.546295469532399380e+01,-1.666977447574447240e+02
4.577840538376616308e+01,-1.667992828911309289e+02
4.609604486828433778e+01,-1.668999095699260238e+02
4.641588833612777165e+01,-1.669996357287606941e+02
4.673795107992463471e+01,-1.670984721213427235e+02
4.706224849841281355e+01,-1.671964293239219614e+02
4.738879609717650965e+01,-1.672935177389663863e+02
4.771760948938745628e+01,-1.673897475987521091e+02
4.804870439655129388e+01,-1.674851289688687928e+02
4.838209664925957298e+01,-1.675796717516435024e+02
4.871780218794631168e+01,-1.676733856894838368e+02
4.905583706365045771e+01,-1.677662803681436969e+02
4.939621743878320359e+01,-1.678583652199124003e+02
4.973895958790062366e+01,-1.679496495267301555e+02
5.008407989848212338e+01,-1.680401424232306908e+02
5.043159487171358535e+01,-1.681298528997138817e+02
5.078152112327676093e+01,-1.682187898050491981e+02
5.113387538414325917e+01,-1.683069618495123905e+02
5.148867450137492341e+01,-1.683943776075569190e+02
5.184593543892913203e+01,-1.684810455205212634e+02
5.220567527846975509e+01,-1.685669738992745863e+02
5.256791122018424289e+01,-1.686521709268012614e+02
5.293266058360561033e+01,-1.687366446607269097e+02
5.329994080844087989e+01,-1.688204030357863985e+02
5.366976945540476152e+01,-1.689034538662357363e+02
5.404216420705915169e+01,-1.689858048482092556e+02
5.441714286865892802e+01,-1.690674635620233914e+02
5.479472336900287388e+01,-1.691484374744283059e+02
5.517492376129123244e+01,-1.692287339408082687e+02
5.555776222398877451e+01,-1.693083602073334646e+02
5.594325706169377810e+01,-1.693873234130622052e+02
5.633142670601357338e+01,-1.694656305919969554e+02
5.672228971644543805e+01,-1.695432886750936916e+02
5.711586478126429256e+01,-1.696203044922269783e+02
5.751217071841613659e+01,-1.696966847741105084e+02
5.791122647641758192e+01,-1.697724361541756082e+02
5.831305113526224915e+01,-1.698475651704079041e+02
5.871766390733255747e+01,-1.699220782671427799e+02
5.912508413831875487e+01,-1.699959817968219511e+02
5.953533130814370367e+01,-1.700692820217110182e+02
5.994842503189408944e+01,-1.701419851155789615e+02
6.036438506075869981e+01,-1.702140971653410304e+02
6.078323128297230227e+01,-1.702856241726659903e+02
6.120498372476696858e+01,-1.703565720555475878e+02
6.162966255132942450e+01,-1.704269466498422503e+02
6.205728806776500761e+01,-1.704967537107732483e+02
6.248788072006894367e+01,-1.705659989144022006e+02
6.292146109610344240e+01,-1.706346878590686060e+02
6.335804992658247414e+01,-1.707028260667986501e+02
6.379766808606282069e+01,-1.707704189846832321e+02
6.424033659394190465e+01,-1.708374719862266602e+02
6.468607661546327847e+01,-1.709039903726663852e+02
6.513490946272803228e+01,-1.709699793742644260e+02
6.558685659571428062e+01,-1.710354441515713972e+02
6.604193962330305112e+01,-1.711003897966632792e+02
6.650018030431118632e+01,-1.711648213343524105e+02
6.696160054853221766e+01,-1.712287437233724745e+02
6.742622241778342129e+01,-1.712921618575385594e+02
6.789406812696105931e+01,-1.713550805668826342e+02
6.836516004510238531e+01,-1.714175046187654914e+02
6.883952069645496863e+01,-1.714794387189649569e+02
6.931717276155407603e+01,-1.715408875127414206e+02
6.979813907830660469e+01,-1.716018555858813670e+02
7.028244264308345635e+01,-1.716623474657188524e+02
7.077010661181888906e+01,-1.717223676221359767e+02
7.126115430111745752e+01,-1.717819204685424666e+02
7.175560918936928090e+01,-1.718410103628351067e+02
7.225349491787214617e+01,-1.718996416083373617e+02
7.275483529196225163e+01,-1.719578184547197850e+02
7.325965428215229736e+01,-1.720155450989010717e+02
7.376797602527730646e+01,-1.720728256859313774e+02
7.427982482564918598e+01,-1.721296643098571622e+02
7.479522515621820844e+01,-1.721860650145682996e+02
7.531420165974367364e+01,-1.722420317946283319e+02
7.583677914997190328e+01,-1.722975685960877854e+02
7.636298261282242095e+01,-1.723526793172809732e+02
7.689283720758312768e+01,-1.724073678096066544e+02
7.742636826811269657e+01,-1.724616378782932884e+02
7.796360130405228972e+01,-1.725154932831486008e+02
7.850456200204509116e+01,-1.725689377392945687e+02
7.904927622696420997e+01,-1.726219749178870870e+02
7.959777002314986305e+01,-1.726746084468221341e+02
8.015006961565404708e+01,-1.727268419114273286e+02
8.070620141149498750e+01,-1.727786788551398161e+02
8.126619200091946027e+01,-1.728301227801713651e+02
8.183006815867389605e+01,-1.728811771481593951e+02
8.239785684528519027e+01,-1.729318453808061804e+02
8.296958520834907347e+01,-1.729821308605047818e+02
8.354528058382862810e+01,-1.730320369309534385e+02
8.412497049736118981e+01,-1.730815668977571988e+02
8.470868266557401682e+01,-1.731307240290186087e+02
8.529644499741024788e+01,-1.731795115559165765e+02
8.588828559546249153e+01,-1.732279326732739264e+02
8.648423275731717297e+01,-1.732759905401143783e+02
8.708431497690723688e+01,-1.733236882802086143e+02
8.768856094587427208e+01,-1.733710289826097437e+02
8.829699955494092478e+01,-1.734180157021788489e+02
8.890965989529158264e+01,-1.734646514601002991e+02
8.952657125996400111e+01,-1.735109392443872878e+02
9.014776314524917211e+01,-1.735568820103778194e+02
9.077326525210223451e+01,-1.736024826812212893e+02
9.140310748756232329e+01,-1.736477441483559687e+02
9.203731996618220990e+01,-1.736926692719774223e+02
9.267593301146882823e+01,-1.737372608814981447e+02
9.331897715733238385e+01,-1.737815217759986979e+02
9.396648314954690306e+01,-1.738254547246703510e+02
9.461848194722001892e+01,-1.738690624672495062e+02
9.527500472427290390e+01,-1.739123477144439960e+02
9.593608287093147169e+01,-1.739553131483517916e+02
9.660174799522646083e+01,-1.739979614228716116e+02
9.727203192450537017e+01,-1.740402951641062259e+02
9.794696670695395824e+01,-1.740823169707583133e+02
9.862658461312820180e+01,-1.741240294145190717e+02
9.931091813749800679e+01,-1.741654350404496938e+02
1.000000000000000000e+02,-1.742065363673560796e+02
